taxon	accession	organism	serogroup
AXF50244|Schmallenberg_virus	AXF50244	Schmallenberg virus	Simbu
AXF50238|Schmallenberg_virus	AXF50238	Schmallenberg virus	Simbu
AXF50239|Schmallenberg_virus	AXF50239	Schmallenberg virus	Simbu
AXF50243|Schmallenberg_virus	AXF50243	Schmallenberg virus	Simbu
AXF50241|Schmallenberg_virus	AXF50241	Schmallenberg virus	Simbu
AXF50230|Schmallenberg_virus	AXF50230	Schmallenberg virus	Simbu
AXF50237|Schmallenberg_virus	AXF50237	Schmallenberg virus	Simbu
AXF50240|Schmallenberg_virus	AXF50240	Schmallenberg virus	Simbu
AXF50231|Schmallenberg_virus	AXF50231	Schmallenberg virus	Simbu
AXF50242|Schmallenberg_virus	AXF50242	Schmallenberg virus	Simbu
AGC93527|Schmallenberg_virus	AGC93527	Schmallenberg virus	Simbu
BBA58049|Schmallenberg_virus	BBA58049	Schmallenberg virus	Simbu
AGC93517|Schmallenberg_virus	AGC93517	Schmallenberg virus	Simbu
BBA58054|Schmallenberg_virus	BBA58054	Schmallenberg virus	Simbu
BBA58051|Schmallenberg_virus	BBA58051	Schmallenberg virus	Simbu
BBA58058|Schmallenberg_virus	BBA58058	Schmallenberg virus	Simbu
AGC93532|Schmallenberg_virus	AGC93532	Schmallenberg virus	Simbu
BBA58044|Schmallenberg_virus	BBA58044	Schmallenberg virus	Simbu
BBA58037|Schmallenberg_virus	BBA58037	Schmallenberg virus	Simbu
BBA58039|Schmallenberg_virus	BBA58039	Schmallenberg virus	Simbu
BBA58038|Schmallenberg_virus	BBA58038	Schmallenberg virus	Simbu
BBA58040|Schmallenberg_virus	BBA58040	Schmallenberg virus	Simbu
BBA58036|Schmallenberg_virus	BBA58036	Schmallenberg virus	Simbu
AGC93531|Schmallenberg_virus	AGC93531	Schmallenberg virus	Simbu
BBA58048|Schmallenberg_virus	BBA58048	Schmallenberg virus	Simbu
AGD94644|Schmallenberg_virus	AGD94644	Schmallenberg virus	Simbu
AGD94643|Schmallenberg_virus	AGD94643	Schmallenberg virus	Simbu
AGD94642|Schmallenberg_virus	AGD94642	Schmallenberg virus	Simbu
AGC93518|Schmallenberg_virus	AGC93518	Schmallenberg virus	Simbu
BBA58047|Schmallenberg_virus	BBA58047	Schmallenberg virus	Simbu
AGC93525|Schmallenberg_virus	AGC93525	Schmallenberg virus	Simbu
BBA58052|Schmallenberg_virus	BBA58052	Schmallenberg virus	Simbu
AGC93514|Schmallenberg_virus	AGC93514	Schmallenberg virus	Simbu
AGC93519|Schmallenberg_virus	AGC93519	Schmallenberg virus	Simbu
AXF50234|Schmallenberg_virus	AXF50234	Schmallenberg virus	Simbu
AXF50232|Schmallenberg_virus	AXF50232	Schmallenberg virus	Simbu
AXF50236|Schmallenberg_virus	AXF50236	Schmallenberg virus	Simbu
AXF50235|Schmallenberg_virus	AXF50235	Schmallenberg virus	Simbu
AXF50233|Schmallenberg_virus	AXF50233	Schmallenberg virus	Simbu
AQY63037|Schmallenberg_virus	AQY63037	Schmallenberg virus	Simbu
QPJ58386|Schmallenberg_virus	QPJ58386	Schmallenberg virus	Simbu
QPJ58384|Schmallenberg_virus	QPJ58384	Schmallenberg virus	Simbu
QPJ58385|Schmallenberg_virus	QPJ58385	Schmallenberg virus	Simbu
BBA58042|Schmallenberg_virus	BBA58042	Schmallenberg virus	Simbu
BBA58034|Schmallenberg_virus	BBA58034	Schmallenberg virus	Simbu
BBA58041|Schmallenberg_virus	BBA58041	Schmallenberg virus	Simbu
BBA58033|Schmallenberg_virus	BBA58033	Schmallenberg virus	Simbu
BBA58043|Schmallenberg_virus	BBA58043	Schmallenberg virus	Simbu
AQY63033|Schmallenberg_virus	AQY63033	Schmallenberg virus	Simbu
AQY63041|Schmallenberg_virus	AQY63041	Schmallenberg virus	Simbu
AQY63045|Schmallenberg_virus	AQY63045	Schmallenberg virus	Simbu
AQY63025|Schmallenberg_virus	AQY63025	Schmallenberg virus	Simbu
AGD94648|Schmallenberg_virus	AGD94648	Schmallenberg virus	Simbu
AGD94647|Schmallenberg_virus	AGD94647	Schmallenberg virus	Simbu
AGD94646|Schmallenberg_virus	AGD94646	Schmallenberg virus	Simbu
BBA58053|Schmallenberg_virus	BBA58053	Schmallenberg virus	Simbu
BBA58046|Schmallenberg_virus	BBA58046	Schmallenberg virus	Simbu
BBA58045|Schmallenberg_virus	BBA58045	Schmallenberg virus	Simbu
AGC93524|Schmallenberg_virus	AGC93524	Schmallenberg virus	Simbu
AGC93520|Schmallenberg_virus	AGC93520	Schmallenberg virus	Simbu
AGC93516|Schmallenberg_virus	AGC93516	Schmallenberg virus	Simbu
BBA58059|Schmallenberg_virus	BBA58059	Schmallenberg virus	Simbu
AGC93529|Schmallenberg_virus	AGC93529	Schmallenberg virus	Simbu
BBA58057|Schmallenberg_virus	BBA58057	Schmallenberg virus	Simbu
BBA58060|Schmallenberg_virus	BBA58060	Schmallenberg virus	Simbu
AQY63029|Schmallenberg_virus	AQY63029	Schmallenberg virus	Simbu
AGC93530|Schmallenberg_virus	AGC93530	Schmallenberg virus	Simbu
AGC93521|Schmallenberg_virus	AGC93521	Schmallenberg virus	Simbu
QOX59474|Schmallenberg_virus	QOX59474	Schmallenberg virus	Simbu
AKA63346|Schmallenberg_virus	AKA63346	Schmallenberg virus	Simbu
AVK60071|Schmallenberg_virus	AVK60071	Schmallenberg virus	Simbu
AGC84161|Schmallenberg_virus	AGC84161	Schmallenberg virus	Simbu
CCF55030|Schmallenberg_virus	CCF55030	Schmallenberg virus	Simbu
AGC93536|Schmallenberg_virus	AGC93536	Schmallenberg virus	Simbu
AKA63344|Schmallenberg_virus	AKA63344	Schmallenberg virus	Simbu
AGC93535|Schmallenberg_virus	AGC93535	Schmallenberg virus	Simbu
AKA63348|Schmallenberg_virus	AKA63348	Schmallenberg virus	Simbu
AKA63347|Schmallenberg_virus	AKA63347	Schmallenberg virus	Simbu
AKA63345|Schmallenberg_virus	AKA63345	Schmallenberg virus	Simbu
AGU16236|Schmallenberg_virus	AGU16236	Schmallenberg virus	Simbu
AGC93534|Schmallenberg_virus	AGC93534	Schmallenberg virus	Simbu
AIP98333|Schmallenberg_virus	AIP98333	Schmallenberg virus	Simbu
AIP98328|Schmallenberg_virus	AIP98328	Schmallenberg virus	Simbu
AIP98331|Schmallenberg_virus	AIP98331	Schmallenberg virus	Simbu
AGC93526|Schmallenberg_virus	AGC93526	Schmallenberg virus	Simbu
BBA58056|Schmallenberg_virus	BBA58056	Schmallenberg virus	Simbu
AGC93515|Schmallenberg_virus	AGC93515	Schmallenberg virus	Simbu
AVK60044|Schmallenberg_virus	AVK60044	Schmallenberg virus	Simbu
AGU16232|Schmallenberg_virus	AGU16232	Schmallenberg virus	Simbu
AGC93528|Schmallenberg_virus	AGC93528	Schmallenberg virus	Simbu
AGC93533|Schmallenberg_virus	AGC93533	Schmallenberg virus	Simbu
AGC93522|Schmallenberg_virus	AGC93522	Schmallenberg virus	Simbu
AGC93523|Schmallenberg_virus	AGC93523	Schmallenberg virus	Simbu
AVK60070|Schmallenberg_virus	AVK60070	Schmallenberg virus	Simbu
AIP98332|Schmallenberg_virus	AIP98332	Schmallenberg virus	Simbu
QOX59473|Schmallenberg_virus	QOX59473	Schmallenberg virus	Simbu
AIP98329|Schmallenberg_virus	AIP98329	Schmallenberg virus	Simbu
BBA58055|Schmallenberg_virus	BBA58055	Schmallenberg virus	Simbu
BBA58050|Schmallenberg_virus	BBA58050	Schmallenberg virus	Simbu
AWV54782|Schmallenberg_virus	AWV54782	Schmallenberg virus	Simbu
AKA63343|Schmallenberg_virus	AKA63343	Schmallenberg virus	Simbu
AQY63049|Schmallenberg_virus	AQY63049	Schmallenberg virus	Simbu
AIP98327|Schmallenberg_virus	AIP98327	Schmallenberg virus	Simbu
AIP98330|Schmallenberg_virus	AIP98330	Schmallenberg virus	Simbu
BAM15763|Sathuperi_orthobunyavirus	BAM15763	Sathuperi orthobunyavirus	Simbu
BDU51759|Sathuperi_orthobunyavirus	BDU51759	Sathuperi orthobunyavirus	Simbu
BAM15761|Sathuperi_orthobunyavirus	BAM15761	Sathuperi orthobunyavirus	Simbu
BAM15762|Sathuperi_orthobunyavirus	BAM15762	Sathuperi orthobunyavirus	Simbu
BAM15760|Sathuperi_orthobunyavirus	BAM15760	Sathuperi orthobunyavirus	Simbu
CCG93488|Sathuperi_orthobunyavirus	CCG93488	Sathuperi orthobunyavirus	Simbu
QCT81303|Douglas_virus	QCT81303	Douglas virus	Simbu
QCT81302|Douglas_virus	QCT81302	Douglas virus	Simbu
CCG93472|Douglas_virus	CCG93472	Douglas virus	Simbu
BAM15767|Douglas_virus	BAM15767	Douglas virus	Simbu
QCT81296|Aino_virus	QCT81296	Aino virus	Simbu
QCT81294|Aino_virus	QCT81294	Aino virus	Simbu
BAJ16498|Aino_virus	BAJ16498	Aino virus	Simbu
BAJ16500|Aino_virus	BAJ16500	Aino virus	Simbu
BAJ16499|Aino_virus	BAJ16499	Aino virus	Simbu
BAJ16504|Aino_virus	BAJ16504	Aino virus	Simbu
BAJ16502|Aino_virus	BAJ16502	Aino virus	Simbu
BAJ16503|Aino_virus	BAJ16503	Aino virus	Simbu
BAJ16501|Aino_virus	BAJ16501	Aino virus	Simbu
BAJ16497|Aino_virus	BAJ16497	Aino virus	Simbu
QCT81297|Aino_virus	QCT81297	Aino virus	Simbu
AXP32019|Kaikalur_virus	AXP32019	Kaikalur virus	Simbu
CCG93468|Aino_virus	CCG93468	Aino virus	Simbu
AXP31991|Aino_virus	AXP31991	Aino virus	Simbu
BAC76387|Aino_virus	BAC76387	Aino virus	Simbu
QCT81310|Thimiri_orthobunyavirus	QCT81310	Thimiri orthobunyavirus	Simbu
QCT81295|Aino_virus	QCT81295	Aino virus	Simbu
QCT81299|Aino_virus	QCT81299	Aino virus	Simbu
QCT81298|Aino_virus	QCT81298	Aino virus	Simbu
QCT81301|Aino_virus	QCT81301	Aino virus	Simbu
QCT81300|Aino_virus	QCT81300	Aino virus	Simbu
BAJ16505|Aino_virus	BAJ16505	Aino virus	Simbu
AWL83671|Shuni_orthobunyavirus	AWL83671	Shuni orthobunyavirus	Simbu
AWL83663|Shuni_orthobunyavirus	AWL83663	Shuni orthobunyavirus	Simbu
AWL83667|Shuni_orthobunyavirus	AWL83667	Shuni orthobunyavirus	Simbu
AWL83659|Shuni_orthobunyavirus	AWL83659	Shuni orthobunyavirus	Simbu
AQM56673|Shuni_orthobunyavirus	AQM56673	Shuni orthobunyavirus	Simbu
ALK26467|Shuni_orthobunyavirus	ALK26467	Shuni orthobunyavirus	Simbu
UTE10683|Shuni_orthobunyavirus	UTE10683	Shuni orthobunyavirus	Simbu
AHE76169|Shuni_orthobunyavirus	AHE76169	Shuni orthobunyavirus	Simbu
UXE46268|Shuni_orthobunyavirus	UXE46268	Shuni orthobunyavirus	Simbu
CCH15004|Shuni_orthobunyavirus	CCH15004	Shuni orthobunyavirus	Simbu
CCG93496|Simbu_orthobunyavirus	CCG93496	Simbu orthobunyavirus	Simbu
AWH61288|Akabane_virus	AWH61288	Akabane virus	Simbu
QZN05047|Akabane_orthobunyavirus	QZN05047	Akabane orthobunyavirus	Simbu
BBD13884|Akabane_virus	BBD13884	Akabane virus	Simbu
AWH61289|Akabane_virus	AWH61289	Akabane virus	Simbu
AWH61293|Akabane_virus	AWH61293	Akabane virus	Simbu
QZN05046|Akabane_orthobunyavirus	QZN05046	Akabane orthobunyavirus	Simbu
AWH61294|Akabane_virus	AWH61294	Akabane virus	Simbu
AWH61292|Akabane_virus	AWH61292	Akabane virus	Simbu
AWH61291|Akabane_virus	AWH61291	Akabane virus	Simbu
AWH61290|Akabane_virus	AWH61290	Akabane virus	Simbu
BBD13875|Akabane_virus	BBD13875	Akabane virus	Simbu
BBD13883|Akabane_virus	BBD13883	Akabane virus	Simbu
BBD13880|Akabane_virus	BBD13880	Akabane virus	Simbu
BBD13882|Akabane_virus	BBD13882	Akabane virus	Simbu
BBD13881|Akabane_virus	BBD13881	Akabane virus	Simbu
BBD13878|Akabane_virus	BBD13878	Akabane virus	Simbu
BBD13877|Akabane_virus	BBD13877	Akabane virus	Simbu
BBD13879|Akabane_virus	BBD13879	Akabane virus	Simbu
AFG29991|Akabane_virus	AFG29991	Akabane virus	Simbu
AFG29990|Akabane_virus	AFG29990	Akabane virus	Simbu
AFG29988|Akabane_virus	AFG29988	Akabane virus	Simbu
AFG29989|Akabane_virus	AFG29989	Akabane virus	Simbu
QQL13651|Akabane_virus	QQL13651	Akabane virus	Simbu
BBD13886|Akabane_virus	BBD13886	Akabane virus	Simbu
BBD13885|Akabane_virus	BBD13885	Akabane virus	Simbu
ASM94314|Akabane_virus	ASM94314	Akabane virus	Simbu
ASM94311|Akabane_virus	ASM94311	Akabane virus	Simbu
ASM94323|Akabane_virus	ASM94323	Akabane virus	Simbu
ASM94320|Akabane_virus	ASM94320	Akabane virus	Simbu
ASM94317|Akabane_virus	ASM94317	Akabane virus	Simbu
BAG54919|Akabane_virus	BAG54919	Akabane virus	Simbu
BCG45238|Akabane_virus	BCG45238	Akabane virus	Simbu
BAG54921|Akabane_virus	BAG54921	Akabane virus	Simbu
BAG54920|Akabane_virus	BAG54920	Akabane virus	Simbu
BAG54896|Akabane_virus	BAG54896	Akabane virus	Simbu
AWH61296|Akabane_virus	AWH61296	Akabane virus	Simbu
QZN05048|Akabane_orthobunyavirus	QZN05048	Akabane orthobunyavirus	Simbu
AWH61295|Akabane_virus	AWH61295	Akabane virus	Simbu
BBD13869|Akabane_virus	BBD13869	Akabane virus	Simbu
BAF91661|Akabane_virus	BAF91661	Akabane virus	Simbu
BAF91671|Akabane_virus	BAF91671	Akabane virus	Simbu
AWH61297|Akabane_virus	AWH61297	Akabane virus	Simbu
AWH61298|Akabane_virus	AWH61298	Akabane virus	Simbu
BAF91652|Akabane_virus	BAF91652	Akabane virus	Simbu
BAF91640|Akabane_virus	BAF91640	Akabane virus	Simbu
BAF75854|Akabane_virus	BAF75854	Akabane virus	Simbu
APU93384|Akabane_virus	APU93384	Akabane virus	Simbu
AKP63314|Akabane_virus	AKP63314	Akabane virus	Simbu
AYO61086|Akabane_virus	AYO61086	Akabane virus	Simbu
AZW33607|Akabane_virus	AZW33607	Akabane virus	Simbu
AZW33606|Akabane_virus	AZW33606	Akabane virus	Simbu
ANO39150|Akabane_virus	ANO39150	Akabane virus	Simbu
BAF91667|Akabane_virus	BAF91667	Akabane virus	Simbu
BAF75852|Akabane_virus	BAF75852	Akabane virus	Simbu
BAF91654|Akabane_virus	BAF91654	Akabane virus	Simbu
BAF91666|Akabane_virus	BAF91666	Akabane virus	Simbu
BAF91665|Akabane_virus	BAF91665	Akabane virus	Simbu
BAF91662|Akabane_virus	BAF91662	Akabane virus	Simbu
BAF91641|Akabane_virus	BAF91641	Akabane virus	Simbu
BAF91651|Akabane_virus	BAF91651	Akabane virus	Simbu
BAF91650|Akabane_virus	BAF91650	Akabane virus	Simbu
BAF91649|Akabane_virus	BAF91649	Akabane virus	Simbu
BAF91644|Akabane_virus	BAF91644	Akabane virus	Simbu
BAF91643|Akabane_virus	BAF91643	Akabane virus	Simbu
BAF91642|Akabane_virus	BAF91642	Akabane virus	Simbu
UXG07019|Akabane_orthobunyavirus	UXG07019	Akabane orthobunyavirus	Simbu
UGK54254|Akabane_orthobunyavirus	UGK54254	Akabane orthobunyavirus	Simbu
BBD13876|Akabane_virus	BBD13876	Akabane virus	Simbu
BAV17033|Akabane_virus	BAV17033	Akabane virus	Simbu
BBD13873|Akabane_virus	BBD13873	Akabane virus	Simbu
BCG45242|Akabane_virus	BCG45242	Akabane virus	Simbu
BBD13871|Akabane_virus	BBD13871	Akabane virus	Simbu
BBD13870|Akabane_virus	BBD13870	Akabane virus	Simbu
BAV17032|Akabane_virus	BAV17032	Akabane virus	Simbu
BBD13874|Akabane_virus	BBD13874	Akabane virus	Simbu
BBD13872|Akabane_virus	BBD13872	Akabane virus	Simbu
BAF75853|Akabane_virus	BAF75853	Akabane virus	Simbu
BAF91663|Akabane_virus	BAF91663	Akabane virus	Simbu
BAF91664|Akabane_virus	BAF91664	Akabane virus	Simbu
BAF91660|Akabane_virus	BAF91660	Akabane virus	Simbu
BAF91659|Akabane_virus	BAF91659	Akabane virus	Simbu
BAF91645|Akabane_virus	BAF91645	Akabane virus	Simbu
BAF91648|Akabane_virus	BAF91648	Akabane virus	Simbu
BAF91646|Akabane_virus	BAF91646	Akabane virus	Simbu
BAF91647|Akabane_virus	BAF91647	Akabane virus	Simbu
BAF91656|Akabane_virus	BAF91656	Akabane virus	Simbu
BAF91658|Akabane_virus	BAF91658	Akabane virus	Simbu
BAF91653|Akabane_virus	BAF91653	Akabane virus	Simbu
ACT37430|Akabane_virus	ACT37430	Akabane virus	Simbu
BAR94030|Akabane_virus	BAR94030	Akabane virus	Simbu
ACT37428|Akabane_virus	ACT37428	Akabane virus	Simbu
BAC76386|Akabane_virus	BAC76386	Akabane virus	Simbu
ACT37429|Akabane_virus	ACT37429	Akabane virus	Simbu
ACT37427|Akabane_virus	ACT37427	Akabane virus	Simbu
BAF91639|Akabane_virus	BAF91639	Akabane virus	Simbu
BAF91638|Akabane_virus	BAF91638	Akabane virus	Simbu
ALE15080|Akabane_virus	ALE15080	Akabane virus	Simbu
QQH14720|Akabane_virus	QQH14720	Akabane virus	Simbu
BAF91655|Akabane_virus	BAF91655	Akabane virus	Simbu
BAF91657|Akabane_virus	BAF91657	Akabane virus	Simbu
QCT81293|Akabane_virus	QCT81293	Akabane virus	Simbu
QCT81291|Akabane_virus	QCT81291	Akabane virus	Simbu
QCT81262|Akabane_virus	QCT81262	Akabane virus	Simbu
QCT81292|Akabane_virus	QCT81292	Akabane virus	Simbu
QCT81290|Akabane_virus	QCT81290	Akabane virus	Simbu
QCT81280|Akabane_virus	QCT81280	Akabane virus	Simbu
QCT81279|Akabane_virus	QCT81279	Akabane virus	Simbu
QCT81289|Akabane_virus	QCT81289	Akabane virus	Simbu
QCT81257|Akabane_virus	QCT81257	Akabane virus	Simbu
QCT81271|Akabane_virus	QCT81271	Akabane virus	Simbu
QCT81270|Akabane_virus	QCT81270	Akabane virus	Simbu
QCT81269|Akabane_virus	QCT81269	Akabane virus	Simbu
QCT81284|Akabane_virus	QCT81284	Akabane virus	Simbu
QCT81259|Akabane_virus	QCT81259	Akabane virus	Simbu
QCT81283|Akabane_virus	QCT81283	Akabane virus	Simbu
QCT81260|Akabane_virus	QCT81260	Akabane virus	Simbu
QCT81264|Akabane_virus	QCT81264	Akabane virus	Simbu
QCT81281|Akabane_virus	QCT81281	Akabane virus	Simbu
QCT81288|Akabane_virus	QCT81288	Akabane virus	Simbu
QCT81266|Akabane_virus	QCT81266	Akabane virus	Simbu
QCT81285|Akabane_virus	QCT81285	Akabane virus	Simbu
QCT81256|Akabane_virus	QCT81256	Akabane virus	Simbu
QCT81282|Akabane_virus	QCT81282	Akabane virus	Simbu
QCT81277|Akabane_virus	QCT81277	Akabane virus	Simbu
QCT81278|Akabane_virus	QCT81278	Akabane virus	Simbu
BAF91668|Akabane_virus	BAF91668	Akabane virus	Simbu
QCT81255|Akabane_virus	QCT81255	Akabane virus	Simbu
QCT81274|Akabane_virus	QCT81274	Akabane virus	Simbu
BAF91669|Akabane_virus	BAF91669	Akabane virus	Simbu
QCT81276|Akabane_virus	QCT81276	Akabane virus	Simbu
QCT81275|Akabane_virus	QCT81275	Akabane virus	Simbu
QCT81272|Akabane_virus	QCT81272	Akabane virus	Simbu
QCT81273|Akabane_virus	QCT81273	Akabane virus	Simbu
QCT81265|Akabane_virus	QCT81265	Akabane virus	Simbu
QCT81263|Akabane_virus	QCT81263	Akabane virus	Simbu
QCT81286|Akabane_virus	QCT81286	Akabane virus	Simbu
QCT81268|Akabane_virus	QCT81268	Akabane virus	Simbu
QCT81287|Akabane_virus	QCT81287	Akabane virus	Simbu
QCT81261|Akabane_virus	QCT81261	Akabane virus	Simbu
QCT81258|Akabane_virus	QCT81258	Akabane virus	Simbu
QCT81267|Akabane_virus	QCT81267	Akabane virus	Simbu
BAF91670|Akabane_virus	BAF91670	Akabane virus	Simbu
AXP32086|Yaba-7_virus	AXP32086	Yaba-7 virus	Simbu
QCT81311|Tinaroo_virus	QCT81311	Tinaroo virus	Simbu
BAF91637|Tinaroo_virus	BAF91637	Tinaroo virus	Simbu
AXP32075|Tinaroo_virus	AXP32075	Tinaroo virus	Simbu
CCG93480|Sabo_virus	CCG93480	Sabo virus	Simbu
CCG93476|Peaton_virus	CCG93476	Peaton virus	Simbu
AXP32047|Peaton_virus	AXP32047	Peaton virus	Simbu
QCT81307|Peaton_virus	QCT81307	Peaton virus	Simbu
QCT81308|Peaton_virus	QCT81308	Peaton virus	Simbu
BAC76388|Peaton_virus	BAC76388	Peaton virus	Simbu
QCT81309|Peaton_virus	QCT81309	Peaton virus	Simbu
BAJ16510|Peaton_virus	BAJ16510	Peaton virus	Simbu
BAJ16509|Peaton_virus	BAJ16509	Peaton virus	Simbu
BAJ16508|Peaton_virus	BAJ16508	Peaton virus	Simbu
BAJ16507|Peaton_virus	BAJ16507	Peaton virus	Simbu
BAJ16506|Peaton_virus	BAJ16506	Peaton virus	Simbu
CCG93484|Sango_virus	CCG93484	Sango virus	Simbu
BAJ16511|Sango_virus	BAJ16511	Sango virus	Simbu
UXG49541|Sango_virus	UXG49541	Sango virus	Simbu
UXG49537|Sango_virus	UXG49537	Sango virus	Simbu
BBD13805|Shamonda_orthobunyavirus	BBD13805	Shamonda orthobunyavirus	Simbu
BBD13803|Shamonda_orthobunyavirus	BBD13803	Shamonda orthobunyavirus	Simbu
BBD13804|Shamonda_orthobunyavirus	BBD13804	Shamonda orthobunyavirus	Simbu
BAM15765|Shamonda_orthobunyavirus	BAM15765	Shamonda orthobunyavirus	Simbu
BDU51763|Shamonda_orthobunyavirus	BDU51763	Shamonda orthobunyavirus	Simbu
BAM15766|Shamonda_orthobunyavirus	BAM15766	Shamonda orthobunyavirus	Simbu
CCG93492|Shamonda_orthobunyavirus	CCG93492	Shamonda orthobunyavirus	Simbu
BAM15764|Shamonda_orthobunyavirus	BAM15764	Shamonda orthobunyavirus	Simbu
QCT81306|Leanyer_virus	QCT81306	Leanyer virus	Ungrouped
AEA02983|Leanyer_virus	AEA02983	Leanyer virus	Ungrouped
QCT81305|Leanyer_virus	QCT81305	Leanyer virus	Ungrouped
QCT81304|Leanyer_virus	QCT81304	Leanyer virus	Ungrouped
AWU67032|Oropouche_virus	AWU67032	Oropouche virus	Simbu
AWU66912|Oropouche_virus	AWU66912	Oropouche virus	Simbu
AWU66928|Oropouche_virus	AWU66928	Oropouche virus	Simbu
AWU66908|Oropouche_virus	AWU66908	Oropouche virus	Simbu
AWU66940|Oropouche_virus	AWU66940	Oropouche virus	Simbu
AWU66932|Oropouche_virus	AWU66932	Oropouche virus	Simbu
AWU67028|Oropouche_virus	AWU67028	Oropouche virus	Simbu
AWU66960|Oropouche_virus	AWU66960	Oropouche virus	Simbu
AWU66972|Oropouche_virus	AWU66972	Oropouche virus	Simbu
AWU66956|Oropouche_virus	AWU66956	Oropouche virus	Simbu
AWU66976|Oropouche_virus	AWU66976	Oropouche virus	Simbu
AWU66988|Oropouche_virus	AWU66988	Oropouche virus	Simbu
AWU67024|Oropouche_virus	AWU67024	Oropouche virus	Simbu
AWU66968|Oropouche_virus	AWU66968	Oropouche virus	Simbu
AWU66916|Oropouche_virus	AWU66916	Oropouche virus	Simbu
AWU67036|Oropouche_virus	AWU67036	Oropouche virus	Simbu
AWU66964|Oropouche_virus	AWU66964	Oropouche virus	Simbu
AWU66980|Oropouche_virus	AWU66980	Oropouche virus	Simbu
AWU67000|Oropouche_virus	AWU67000	Oropouche virus	Simbu
AWU66948|Oropouche_virus	AWU66948	Oropouche virus	Simbu
AWU67016|Oropouche_virus	AWU67016	Oropouche virus	Simbu
AWU67020|Oropouche_virus	AWU67020	Oropouche virus	Simbu
AWU67012|Oropouche_virus	AWU67012	Oropouche virus	Simbu
AWU66996|Oropouche_virus	AWU66996	Oropouche virus	Simbu
AWU66992|Oropouche_virus	AWU66992	Oropouche virus	Simbu
AWU67008|Oropouche_virus	AWU67008	Oropouche virus	Simbu
AWU66924|Oropouche_virus	AWU66924	Oropouche virus	Simbu
AWU67040|Oropouche_virus	AWU67040	Oropouche virus	Simbu
AWU66952|Oropouche_virus	AWU66952	Oropouche virus	Simbu
AWU67044|Oropouche_virus	AWU67044	Oropouche virus	Simbu
AWU66944|Oropouche_virus	AWU66944	Oropouche virus	Simbu
AWU66936|Oropouche_virus	AWU66936	Oropouche virus	Simbu
AWU66984|Oropouche_virus	AWU66984	Oropouche virus	Simbu
AWU66920|Oropouche_virus	AWU66920	Oropouche virus	Simbu
AWU67004|Oropouche_virus	AWU67004	Oropouche virus	Simbu
AJE24679|Oropouche_virus	AJE24679	Oropouche virus	Simbu
AJT39490|Oropouche_virus	AJT39490	Oropouche virus	Simbu
AJT39470|Oropouche_virus	AJT39470	Oropouche virus	Simbu
AJT39478|Oropouche_virus	AJT39478	Oropouche virus	Simbu
AJT39486|Oropouche_virus	AJT39486	Oropouche virus	Simbu
AJT39454|Oropouche_virus	AJT39454	Oropouche virus	Simbu
QIM41037|Oropouche_virus	QIM41037	Oropouche virus	Simbu
AJT39482|Oropouche_virus	AJT39482	Oropouche virus	Simbu
AJT39474|Oropouche_virus	AJT39474	Oropouche virus	Simbu
AJT39466|Oropouche_virus	AJT39466	Oropouche virus	Simbu
UGL84924|Oropouche_orthobunyavirus	UGL84924	Oropouche orthobunyavirus	Simbu
QWT43266|Oropouche_virus	QWT43266	Oropouche virus	Simbu
ALB07216|Oropouche_virus	ALB07216	Oropouche virus	Simbu
ALB07209|Oropouche_virus	ALB07209	Oropouche virus	Simbu
ASZ70169|Oropouche_virus	ASZ70169	Oropouche virus	Simbu
AGH07923|Oropouche_virus	AGH07923	Oropouche virus	Simbu
AJR29360|Oropouche_virus	AJR29360	Oropouche virus	Simbu
AAG60643|Oropouche_virus	AAG60643	Oropouche virus	Simbu
UYI36399|Oropouche_orthobunyavirus	UYI36399	Oropouche orthobunyavirus	Simbu
QCY50872|Oropouche_orthobunyavirus	QCY50872	Oropouche orthobunyavirus	Simbu
QFI57491|Oropouche_virus	QFI57491	Oropouche virus	Simbu
QFI57492|Oropouche_virus	QFI57492	Oropouche virus	Simbu
ATJ00127|Oropouche_virus	ATJ00127	Oropouche virus	Simbu
QFI57490|Oropouche_virus	QFI57490	Oropouche virus	Simbu
QFI57489|Oropouche_virus	QFI57489	Oropouche virus	Simbu
QFI57488|Oropouche_virus	QFI57488	Oropouche virus	Simbu
UYI36405|Oropouche_orthobunyavirus	UYI36405	Oropouche orthobunyavirus	Simbu
UYI36402|Oropouche_orthobunyavirus	UYI36402	Oropouche orthobunyavirus	Simbu
ALB07210|Oropouche_virus	ALB07210	Oropouche virus	Simbu
ALB07213|Oropouche_virus	ALB07213	Oropouche virus	Simbu
ALB07211|Oropouche_virus	ALB07211	Oropouche virus	Simbu
ALB07214|Oropouche_virus	ALB07214	Oropouche virus	Simbu
ALB07212|Oropouche_virus	ALB07212	Oropouche virus	Simbu
ALB07215|Oropouche_virus	ALB07215	Oropouche virus	Simbu
ALB07206|Oropouche_virus	ALB07206	Oropouche virus	Simbu
ALB07208|Oropouche_virus	ALB07208	Oropouche virus	Simbu
ALB07207|Oropouche_virus	ALB07207	Oropouche virus	Simbu
AIK67310|Madre_de_Dios_virus	AIK67310	Madre de Dios virus	Simbu
AHY22342|Madre_de_Dios_virus	AHY22342	Madre de Dios virus	Simbu
AIK67306|Iquitos_virus	AIK67306	Iquitos virus	Simbu
